enable_batch_dco,ef,recall,latency(ms),QPS,nq
False,160,0.9033,1.341780424118042,745.2784241186886,1000
False,180,0.9157,1.4900448322296145,671.1207464165086,1000
False,200,0.9246,1.6281960010528564,614.1766712074959,1000
False,220,0.9327,1.766819953918457,565.9886270710255,1000
False,240,0.9398,1.9107818603515625,523.3459772409662,1000
False,260,0.9464,2.0494983196258545,487.92428392064,1000
False,280,0.9512,2.17708420753479,459.3299590980657,1000
False,300,0.9555,2.3160858154296875,431.7629309492908,1000
False,320,0.9589,2.4519472122192383,407.83912272520246,1000
False,340,0.962,2.664473295211792,375.3086967683467,1000
False,360,0.9642,2.80738377571106,356.203526091376,1000
False,380,0.9674,2.8668127059936523,348.81943906181857,1000
False,400,0.9688,2.954545736312866,338.4615061833339,1000
False,450,0.9743,3.30114483833313,302.9252120015845,1000
False,500,0.9783,3.6093695163726807,277.05669798114025,1000
False,550,0.981,3.919969081878662,255.1040528923625,1000
False,600,0.983,4.328695774078369,231.01646597303596,1000
False,650,0.9844,4.54540491104126,220.00240233183547,1000
False,700,0.9859,4.8332600593566895,206.8996883509514,1000
False,750,0.987,5.092764854431152,196.35699439959657,1000
False,800,0.9875,5.4180827140808105,184.5671343113949,1000
False,900,0.9892,5.982078313827515,167.16598271348437,1000
False,1000,0.9907,6.51513934135437,153.48865889215494,1000
False,1200,0.9925,7.809576749801636,128.04791245894344,1000
False,1400,0.9932,8.717292070388794,114.71452280425883,1000
False,1600,0.994,9.735272884368896,102.71925726967709,1000
False,1800,0.9947,10.747807502746582,93.0422320779798,1000
False,2000,0.9956,11.718517303466797,85.33502781142464,1000
False,3000,0.9971,16.78062677383423,59.59252973549739,1000
False,4000,0.9972,21.084964513778687,47.4271606834584,1000
