enable_batch_dco,ef,recall,latency(ms),QPS,nq
False,100,0.8826,0.35308337211608887,2832.192278007399,1000
False,120,0.8925,0.4113931655883789,2430.7647371093035,1000
False,140,0.898,0.46698594093322754,2141.392089880894,1000
False,160,0.9056,0.5232505798339844,1911.130228116092,1000
False,180,0.909,0.5794816017150879,1725.6803271066874,1000
False,200,0.9108,0.6360719203948975,1572.149261641926,1000
False,220,0.9144,0.6914587020874023,1446.2179693178512,1000
False,240,0.9158,0.7483735084533691,1336.2311582443056,1000
False,260,0.9179,0.8026523590087891,1245.8693838948152,1000
False,280,0.922,0.8642787933349609,1157.0340585835002,1000
False,300,0.9246,0.9203486442565918,1086.5447634876957,1000
False,320,0.9264,0.9804530143737793,1019.9366877756049,1000
False,340,0.9281,1.05246901512146,950.1467365142291,1000
False,360,0.9287,1.1480798721313477,871.0195381646702,1000
False,380,0.9316,1.183851718902588,844.700382685582,1000
False,400,0.932,1.24609375,802.5078369905956,1000
False,500,0.9394,1.5511693954467773,644.674916186039,1000
False,600,0.9443,1.8268182277679443,547.399836940442,1000
False,700,0.9497,2.0962843894958496,477.03451163918515,1000
False,800,0.9522,2.3956520557403564,417.42288810424026,1000
False,900,0.9543,2.675779104232788,373.7229274337744,1000
False,1000,0.9574,2.9700636863708496,336.6931169149137,1000
False,1200,0.962,3.5921428203582764,278.38536773442127,1000
False,1400,0.9656,4.198851823806763,238.1603452472824,1000
False,1600,0.9687,4.742244482040405,210.87061280521297,1000
False,1800,0.9704,5.321590185165405,187.91375607757703,1000
False,2000,0.973,5.940735101699829,168.32933683810762,1000
False,2500,0.9765,7.368162393569946,135.71904995914323,1000
False,3000,0.9784,8.762644529342651,114.12079956586088,1000
False,3500,0.9791,10.383720636367798,96.30459399086817,1000
False,4000,0.9824,11.747889041900635,85.12167559919469,1000
False,4500,0.9815,12.909598350524902,77.46174380083174,1000
False,5000,0.9824,14.209393739700317,70.37597932176735,1000
False,5500,0.9835,15.744970798492432,63.51234389686827,1000
False,6000,0.9842,16.951794385910034,58.990805175833096,1000
