enable_batch_dco,gamma,ef,recall,latency(ms),QPS,nq
True,0.8,120,0.8615,0.6165668964385986,1621.8840255229075,1000
True,0.8,140,0.8788,0.6950311660766602,1438.7844010576391,1000
True,0.8,160,0.8951,0.7765262126922607,1287.7865339959908,1000
True,0.8,180,0.9096,0.8585944175720215,1164.6942718633702,1000
True,0.8,200,0.9197,0.9325621128082275,1072.3146332727335,1000
True,0.8,220,0.9287,1.0198540687561035,980.5324414890856,1000
True,0.8,240,0.9372,1.0924391746520996,915.3827720600207,1000
True,0.8,260,0.9439,1.1798028945922852,847.5992088030762,1000
True,0.8,280,0.9495,1.2542829513549805,797.2682710226724,1000
True,0.8,300,0.9532,1.3392512798309326,746.6858647514156,1000
True,0.8,320,0.9576,1.413517713546753,707.4548768765213,1000
True,0.8,340,0.9607,1.4924795627593994,670.0259252804312,1000
True,0.8,360,0.9636,1.567711591720581,637.8724283734413,1000
True,0.8,380,0.9664,1.6614134311676025,601.8971444676617,1000
True,0.8,400,0.9683,1.7204883098602295,581.2303369159415,1000
True,0.8,450,0.9738,1.9213709831237793,520.4616957284285,1000
True,0.8,500,0.9776,2.1157305240631104,472.64998478141297,1000
True,0.8,550,0.9793,2.305325508117676,433.7782219815506,1000
True,0.8,600,0.982,2.496224880218506,400.60493264231286,1000
True,0.8,650,0.983,2.6781532764434814,373.39162354739244,1000
True,0.8,700,0.9852,2.865830898284912,348.93894144223964,1000
True,0.8,750,0.9866,3.042363166809082,328.6918573395788,1000
True,0.8,800,0.9875,3.226630687713623,309.920811144518,1000
True,0.8,900,0.9898,3.633686065673828,275.20264049408485,1000
True,0.8,1000,0.9907,3.9896342754364014,250.64954102606717,1000
True,0.8,2000,0.9959,7.3514158725738525,136.0282178744274,1000
True,0.8,3000,0.9973,10.595754146575928,94.37742572794171,1000
True,0.8,4000,0.9977,13.645875215530396,73.28221782813155,1000
True,0.9,120,0.8049,0.4794032573699951,2085.9265860770265,1000
True,0.9,140,0.8338,0.5438723564147949,1838.6667169333577,1000
True,0.9,160,0.8561,0.6044180393218994,1654.4840407508461,1000
True,0.9,180,0.8705,0.6599633693695068,1515.2356121754844,1000
True,0.9,200,0.8852,0.7205073833465576,1387.9108293870306,1000
True,0.9,220,0.8952,0.7784576416015625,1284.5914107062351,1000
True,0.9,240,0.9051,0.8354191780090332,1197.0038829886512,1000
True,0.9,260,0.9132,0.8897392749786377,1123.9247587716184,1000
True,0.9,280,0.9217,0.9494085311889648,1053.2873543359447,1000
True,0.9,300,0.9285,1.0096819400787354,990.4109010031611,1000
True,0.9,320,0.9347,1.071040391921997,933.6716033701455,1000
True,0.9,340,0.939,1.142570972442627,875.2191540996058,1000
True,0.9,360,0.9434,1.2069861888885498,828.5098944842505,1000
True,0.9,380,0.9476,1.256504774093628,795.8584962172897,1000
True,0.9,400,0.9517,1.3339390754699707,749.6594247737154,1000
True,0.9,450,0.9571,1.490441083908081,670.9423208986584,1000
True,0.9,500,0.963,1.6285457611083984,614.0447655087038,1000
True,0.9,550,0.9674,1.7816822528839111,561.267306996719,1000
True,0.9,600,0.971,1.93746018409729,516.1396390016264,1000
True,0.9,650,0.9746,2.095798969268799,477.14500038564717,1000
True,0.9,700,0.9763,2.2439894676208496,445.6348901941293,1000
True,0.9,750,0.9786,2.3679099082946777,422.3133644135052,1000
True,0.9,800,0.9809,2.5081989765167236,398.69245197952995,1000
True,0.9,900,0.9848,2.748445749282837,363.84200061468704,1000
True,0.9,1000,0.9866,3.0018398761749268,333.1290279461018,1000
True,0.9,2000,0.9951,5.522621393203735,181.07343031528885,1000
True,0.9,3000,0.9966,7.889121770858765,126.75682148725988,1000
True,0.9,4000,0.9973,10.433664083480835,95.84360700123136,1000
True,1.0,120,0.7138,0.44490957260131836,2247.6477504252216,1000
True,1.0,140,0.7507,0.4979119300842285,2008.3873062266987,1000
True,1.0,160,0.7791,0.5546801090240479,1802.8409235000088,1000
True,1.0,180,0.8005,0.6049404144287109,1653.0553690058425,1000
True,1.0,200,0.8211,0.6559538841247559,1524.4974139215708,1000
True,1.0,220,0.8371,0.7095153331756592,1409.4128107481276,1000
True,1.0,240,0.8519,0.7625913619995117,1311.3182889693423,1000
True,1.0,260,0.8644,0.8187382221221924,1221.3916157571978,1000
True,1.0,280,0.8761,0.8732225894927979,1145.1833839764033,1000
True,1.0,300,0.8857,0.9235875606536865,1082.7343747378225,1000
True,1.0,320,0.8926,0.9779839515686035,1022.5116663684354,1000
