enable_batch_dco,ef,recall,latency(ms),QPS,nq
False,100,0.8826,0.3493499755859375,2862.4590521948026,1000
False,120,0.8925,0.40816521644592285,2449.9882883393334,1000
False,140,0.898,0.46485400199890137,2151.213059799286,1000
False,160,0.9056,0.5248627662658691,1905.2599351150204,1000
False,180,0.909,0.5831267833709717,1714.8929332642629,1000
False,200,0.9108,0.6894657611846924,1450.3983465135732,1000
False,220,0.9144,0.7506120204925537,1332.2461840456501,1000
False,240,0.9158,0.7654843330383301,1306.362464703673,1000
False,260,0.9179,0.8017761707305908,1247.2308812680035,1000
False,280,0.922,0.8587148189544678,1164.5309687534618,1000
False,300,0.9246,0.9180493354797363,1089.266079014631,1000
False,320,0.9264,0.9752712249755859,1025.3557927181057,1000
False,340,0.9281,1.032747507095337,968.2908872978632,1000
False,360,0.9287,1.0875053405761719,919.5357141604375,1000
False,380,0.9316,1.1794848442077637,847.827765579879,1000
False,400,0.932,1.3049633502960205,766.305045864436,1000
False,500,0.9394,1.501298189163208,666.0901926201476,1000
False,600,0.9443,1.8701331615447998,534.721281116668,1000
False,700,0.9497,2.1973323822021484,455.09728437070055,1000
False,800,0.9522,2.3907670974731445,418.27579150512923,1000
False,900,0.9543,2.661118507385254,375.7818365566042,1000
False,1000,0.9574,2.939215898513794,340.2267933109804,1000
False,1200,0.962,3.5981972217559814,277.9169507312284,1000
False,1400,0.9656,4.228496074676514,236.49070079283484,1000
False,1600,0.9687,4.707087516784668,212.4455932536141,1000
False,1800,0.9704,5.291533470153809,188.98113479587101,1000
False,2000,0.973,6.094672441482544,164.07772683461025,1000
False,2500,0.9765,7.446692705154419,134.28780259830305,1000
False,3000,0.9784,8.772177934646606,113.99677565253192,1000
False,3500,0.9791,10.002014875411987,99.97985530478523,1000
False,4000,0.9824,11.321755170822144,88.32552770414516,1000
False,4500,0.9815,13.027812004089355,76.75886017437968,1000
False,5000,0.9824,14.328877210617065,69.78913876511163,1000
False,5500,0.9835,15.285731315612793,65.42048786233757,1000
False,6000,0.9842,16.32534623146057,61.25444360088977,1000
