enable_batch_dco,ef,recall,latency(ms),QPS,nq
False,120,0.8703,1.0395331382751465,961.9702952993474,1000
False,140,0.8887,1.188249111175537,841.5743724063872,1000
False,160,0.9033,1.337144136428833,747.8625323600057,1000
False,180,0.9157,1.4840924739837646,673.8124594862271,1000
False,200,0.9246,1.6241140365600586,615.720311190735,1000
False,220,0.9327,1.7592124938964844,568.4361630385522,1000
False,240,0.9398,1.9074528217315674,524.2593623323326,1000
False,260,0.9464,2.038517713546753,490.5525192911527,1000
False,280,0.9512,2.1752398014068604,459.7194292570589,1000
False,300,0.9555,2.325784921646118,429.9623712807593,1000
False,320,0.9589,2.4307281970977783,411.39934987135626,1000
False,340,0.962,2.5589189529418945,390.79002437741804,1000
False,360,0.9642,2.6915361881256104,371.5350380246611,1000
False,380,0.9674,2.8466126918792725,351.29471699917895,1000
False,400,0.9688,2.9662859439849854,337.1219157167883,1000
False,450,0.9743,3.296767234802246,303.32745043190295,1000
False,500,0.9783,3.6321194171905518,275.3213441350728,1000
False,550,0.981,3.926995038986206,254.64763516945013,1000
False,600,0.983,4.28679347038269,233.27459251512016,1000
False,650,0.9844,4.593687534332275,217.69003497216687,1000
False,700,0.9859,4.795522689819336,208.52784246500426,1000
False,750,0.987,5.065265893936157,197.42300225485536,1000
False,800,0.9875,5.346339464187622,187.0438655641838,1000
False,900,0.9892,5.891104698181152,169.74744996617437,1000
False,1000,0.9907,6.51541543006897,153.48215485768563,1000
False,2000,0.9956,11.6234450340271,86.03301319639282,1000
False,3000,0.9971,16.341950178146362,61.19220711719415,1000
False,4000,0.9972,20.69809126853943,48.31363370785665,1000
