enable_batch_dco,ef,recall,latency(ms),QPS,nq
False,120,0.8703,1.031266450881958,969.6815009785121,1000
False,140,0.8887,1.1790838241577148,848.1161216119266,1000
False,160,0.9033,1.3242838382720947,755.1251258225614,1000
False,180,0.9157,1.4634547233581543,683.3146144113869,1000
False,200,0.9246,1.6000452041625977,624.9823426228521,1000
False,220,0.9327,1.7419121265411377,574.0817718432615,1000
False,240,0.9398,1.8764822483062744,532.912049076194,1000
False,260,0.9464,2.0171515941619873,495.7485609381994,1000
False,280,0.9512,2.1496541500091553,465.1911099260972,1000
False,300,0.9555,2.273632287979126,439.8248587896465,1000
False,320,0.9589,2.4086060523986816,415.17789885320616,1000
False,340,0.962,2.597658395767212,384.96208802106656,1000
False,360,0.9642,2.7309184074401855,366.1771795435462,1000
False,380,0.9674,2.824490785598755,354.04611871941836,1000
False,400,0.9688,2.934227228164673,340.805234987029,1000
False,450,0.9743,3.2544875144958496,307.26804006648933,1000
False,500,0.9783,3.562171697616577,280.72762485567233,1000
False,550,0.981,3.8535149097442627,259.50334264215024,1000
False,600,0.983,4.274800062179565,233.92906930251524,1000
False,650,0.9844,4.613864898681641,216.73803242174228,1000
False,700,0.9859,4.773004531860352,209.51163849204113,1000
False,750,0.987,5.143714666366577,194.41202805022252,1000
False,800,0.9875,5.338812589645386,187.3075675927448,1000
False,900,0.9892,5.877987384796143,170.1262582812912,1000
False,1000,0.9907,6.411125183105469,155.97886040896373,1000
False,2000,0.9956,11.74798059463501,85.12101224074829,1000
False,3000,0.9971,16.22016215324402,61.6516647954719,1000
False,4000,0.9972,20.509578704833984,48.757705577068045,1000
