enable_batch_dco,gamma,ef,recall,latency(ms),QPS,nq
True,0.8,100,0.8828,0.3916661739349365,2553.194701378832,1000
True,0.8,120,0.8916,0.4585762023925781,2180.662657116951,1000
True,0.8,140,0.8949,0.5241029262542725,1908.0221649341497,1000
True,0.8,160,0.9022,0.589240550994873,1697.0997639446252,1000
True,0.8,180,0.9076,0.661024808883667,1512.8025250501435,1000
True,0.8,200,0.9107,0.7340087890625,1362.3815067354067,1000
True,0.8,220,0.9139,0.8004677295684814,1249.2695995865854,1000
True,0.8,240,0.9168,0.8723134994506836,1146.3768480365416,1000
True,0.8,260,0.9203,0.945061445236206,1058.1322569455394,1000
True,0.8,280,0.9214,1.0346500873565674,966.5103325462476,1000
True,0.8,300,0.924,1.123490810394287,890.0829368146339,1000
True,0.8,320,0.9265,1.2065160274505615,828.8327525271737,1000
True,0.8,340,0.9265,1.2266616821289062,815.2207039388983,1000
True,0.8,360,0.9306,1.291177749633789,774.4867043159825,1000
True,0.8,380,0.9307,1.3720510005950928,728.8358811489333,1000
True,0.8,400,0.9332,1.4389927387237549,694.9305393207902,1000
True,0.8,500,0.9406,1.8345136642456055,545.1035985666659,1000
True,0.8,600,0.944,2.222696542739868,449.9039705921,1000
True,0.8,700,0.9501,2.5995702743530273,384.67896400641706,1000
True,0.8,800,0.9516,2.940260171890259,340.10595713953836,1000
True,0.8,900,0.9547,3.2932138442993164,303.65474192665613,1000
True,0.8,1000,0.9567,3.6764075756073,272.0046620061737,1000
True,0.8,1200,0.9617,4.574946165084839,218.58180706733097,1000
True,0.8,1400,0.9654,5.301593065261841,188.6225494280955,1000
True,0.8,1600,0.968,6.087600231170654,164.26834253662852,1000
True,0.8,1800,0.9699,6.805588960647583,146.93805426427713,1000
True,0.8,2000,0.9718,7.525324821472168,132.88462939788047,1000
True,0.8,2500,0.9756,9.282217264175415,107.73288014486428,1000
True,0.8,3000,0.9781,11.169903755187988,89.52628616298853,1000
True,0.8,3500,0.9787,13.010935306549072,76.85842535060863,1000
True,0.8,4000,0.9818,14.761740922927856,67.74268734433656,1000
True,0.9,100,0.8453,0.24335908889770508,4109.15410856237,1000
True,0.9,120,0.8625,0.28023314476013184,3568.4572603142974,1000
True,0.9,140,0.873,0.31615328788757324,3163.0226169136295,1000
True,0.9,160,0.8827,0.35431981086730957,2822.3090251492977,1000
True,0.9,180,0.8879,0.39209747314453125,2550.3862393711206,1000
True,0.9,200,0.8942,0.4316389560699463,2316.7510391206483,1000
True,0.9,220,0.9012,0.47304797172546387,2113.9505077095137,1000
True,0.9,240,0.9029,0.506840705871582,1973.0064858945436,1000
True,0.9,260,0.906,0.5470309257507324,1828.0502123853846,1000
True,0.9,280,0.909,0.5851483345031738,1708.968377820062,1000
True,0.9,300,0.9146,0.6247241497039795,1600.7064885739442,1000
True,0.9,320,0.9179,0.6638343334197998,1506.3999399494958,1000
True,0.9,340,0.9214,0.7043793201446533,1419.6896067230327,1000
True,0.9,360,0.9213,0.7473635673522949,1338.0368587443015,1000
True,0.9,380,0.9244,0.7892806529998779,1266.976450264206,1000
True,0.9,400,0.9254,0.8311672210693359,1203.1273306392577,1000
True,0.9,500,0.9329,1.0417721271514893,959.9028174561489,1000
True,0.9,600,0.9365,1.2613320350646973,792.8126553518537,1000
True,0.9,700,0.9424,1.475926399230957,677.5405606411389,1000
True,0.9,800,0.9461,1.7057833671569824,586.2409138545496,1000
True,0.9,900,0.9502,1.9305012226104736,518.000189944337,1000
True,0.9,1000,0.9528,2.170797109603882,460.66027800381397,1000
True,0.9,1200,0.958,2.654125928878784,376.77187397903253,1000
True,0.9,1400,0.9638,3.135319471359253,318.9467641606776,1000
True,0.9,1600,0.9662,3.685427665710449,271.3389301611018,1000
True,0.9,1800,0.9686,4.166833162307739,239.99041023427122,1000
True,0.9,2000,0.9705,4.613234519958496,216.76764874485434,1000
True,0.9,2500,0.9741,5.914301633834839,169.0816704848378,1000
True,0.9,3000,0.9779,7.164687871932983,139.5734214629795,1000
True,0.9,3500,0.9785,8.389510154724121,119.19647053968954,1000
True,0.9,4000,0.9807,9.603841781616211,104.12499734368927,1000
