QPS,pruning_ratio,recall,gamma,ef
996.1702239843019,0.8774923095703125,0.8977,0.67,10
837.5287942056952,0.90896484375,0.9288,0.67,30
765.7429185324288,0.9186014404296875,0.9412,0.67,50
705.6345902106269,0.9241909790039062,0.9499,0.67,70
663.0294900275358,0.9277825317382813,0.9551,0.67,90
567.4525553943184,0.933060546875,0.965,0.67,150
426.0469950424076,0.9364954833984375,0.9782,0.67,300
369.8132578407028,0.936661865234375,0.9815,0.67,400
290.95681713260433,0.9356942749023438,0.9871,0.67,600
241.488520857016,0.9343275146484376,0.9903,0.67,800
206.63583020396837,0.9328638916015625,0.9918,0.67,1000


984.7346668156731,0.8776585693359376,0.8985,0.67,10,3910.086,381.104
876.3483535184591,0.9086754760742187,0.9296,0.67,30,4781.137,397.31
785.2257950256163,0.9186822509765625,0.9428,0.67,50,5325.967,408.844
704.0874737581075,0.9242545166015625,0.952,0.67,70,5787.7,421.513
647.8373931701819,0.9279610595703125,0.9572,0.67,90,6208.546,433.826
546.2504073138592,0.93335205078125,0.9662,0.67,150,7330.57,475.242
413.68816012457484,0.9365750732421875,0.9783,0.67,300,9732.783,592.956
356.7848647076112,0.9366961059570312,0.9819,0.67,400,11196.233,676.718
279.48555462933535,0.9356973876953125,0.9871,0.67,600,13977.54,852.465
238.26713160799684,0.93434912109375,0.9899,0.67,800,16660.27,1033.605
200.6422958320804,0.9328894653320312,0.9919,0.67,1000,19258.88,1218.426


839.988232205266,0.0003882088661193848,0.766,0.0,60,1396.486,1396.231
557.6552310425257,0.00032642519474029543,0.8435,0.0,100,2134.485,2134.132
372.8581103028857,0.00029909712076187133,0.8941,0.0,150,3021.925,3021.453
310.08841758799895,0.000250499963760376,0.9255,0.0,200,3871.124,3870.601
221.55890839699697,0.00021162474155426026,0.9562,0.0,300,5477.041,5476.404
177.272213368881,0.00019247782230377198,0.9685,0.0,400,6989.785,6989.022
150.099423819596,0.00019153332710266114,0.9774,0.0,500,8426.901,8425.975
79.78804777972273,0.00014351290464401244,0.9907,0.0,1100,16020.785,16019.393
58.05451629877987,0.0001200820803642273,0.9935,0.0,1700,22557.336,22555.612
