QPS,pruning_ratio,recall,gamma,ef
Sample
118.83714411010831,0.9378187255859375,0.9953,0.61,4000
121.8003375431069,0.9379390869140625,0.9956,0.6,4000
144.526863887546,0.9330869750976563,0.9815,0.77,4000
150.36245515847267,0.9316611328125,0.9731,0.8,4000
152.49279656463065,0.9306004028320313,0.9671,0.82,4000
156.77058362758703,0.9294465942382812,0.9605,0.84,4000

