QPS,pruning_ratio,recall,nprobe,gamma,total_distance_computation,actual_distance_computation
3655.026735358296,0.9653235473632813,0.8238,60,0.6,17962.496,577.954
3084.636768794034,0.9758643798828125,0.8622,100,0.6,29103.808,656.91
2285.9509771541375,0.9855460205078125,0.9048,200,0.6,56256.448,770.316
1494.8649373014832,0.99150439453125,0.9472,400,0.6,109515.2,894.724
1133.824279165475,0.9938651733398437,0.966,600,0.6,162945.984,969.912
925.440170018,0.9951735229492188,0.9754,800,0.6,217129.664,1023.542
747.501735846259,0.9960144653320312,0.982,1000,0.6,272319.296,1065.16
614.0866598830187,0.99660791015625,0.986,1200,0.6,328529.088,1098.046
567.9309368041861,0.9970526733398437,0.9876,1400,0.6,385958.592,1124.352
496.33738082080254,0.9973994750976563,0.9902,1600,0.6,444584.256,1145.904

3294.0474264469117,0.9653235473632813,0.8238,60,0.6,17962.496,577.954
3048.9793129317077,0.9758643798828125,0.8622,100,0.6,29103.808,656.91
2175.1123778467845,0.9855460205078125,0.9048,200,0.6,56256.448,770.316
1436.6032583937927,0.99150439453125,0.9472,400,0.6,109515.2,894.724
1099.3039294777138,0.9938651733398437,0.966,600,0.6,162945.984,969.912
883.6721691673437,0.9951735229492188,0.9754,800,0.6,217129.664,1023.542
716.2076598953463,0.9960144653320312,0.982,1000,0.6,272319.296,1065.16
582.8167936894715,0.99660791015625,0.986,1200,0.6,328529.088,1098.046
543.3779542901206,0.9970526733398437,0.9876,1400,0.6,385958.592,1124.352
479.6925432544037,0.9973994750976563,0.9902,1600,0.6,444584.256,1145.904

4029.1259524532275,0.9653235473632813,0.8238,60,0.6,17962.496,577.954
3260.0058759795243,0.9758643798828125,0.8622,100,0.6,29103.808,656.91
2245.409663876793,0.9855460205078125,0.9048,200,0.6,56256.448,770.316
1477.2213065100095,0.99150439453125,0.9472,400,0.6,109515.2,894.724
1115.3028995241825,0.9938651733398437,0.966,600,0.6,162945.984,969.912
866.3422146596621,0.9951735229492188,0.9754,800,0.6,217129.664,1023.542
720.6455306377577,0.9960144653320312,0.982,1000,0.6,272319.296,1065.16
625.422397922925,0.99660791015625,0.986,1200,0.6,328529.088,1098.046
573.9385642887755,0.9970526733398437,0.9876,1400,0.6,385958.592,1124.352
499.42690332277,0.9973994750976563,0.9902,1600,0.6,444584.256,1145.904

3581.84442224101,0.9653235473632813,0.8238,60,0.6,17962.496,577.954
3038.188287379901,0.9758643798828125,0.8622,100,0.6,29103.808,656.91
2291.2006572658133,0.9855460205078125,0.9048,200,0.6,56256.448,770.316
1492.2588899309355,0.99150439453125,0.9472,400,0.6,109515.2,894.724
1134.9078745641582,0.9938651733398437,0.966,600,0.6,162945.984,969.912
913.045768707483,0.9951735229492188,0.9754,800,0.6,217129.664,1023.542
744.0376639549281,0.9960144653320312,0.982,1000,0.6,272319.296,1065.16
615.6405999785701,0.99660791015625,0.986,1200,0.6,328529.088,1098.046
570.5104732907826,0.9970526733398437,0.9876,1400,0.6,385958.592,1124.352
504.2836961291758,0.9973994750976563,0.9902,1600,0.6,444584.256,1145.904

3624.2212463859782,0.9653235473632813,0.8238,60,0.6,17962.496,577.954
3157.8002704338687,0.9758643798828125,0.8622,100,0.6,29103.808,656.91
2215.1672504341286,0.9855460205078125,0.9048,200,0.6,56256.448,770.316
1463.3705883132823,0.99150439453125,0.9472,400,0.6,109515.2,894.724
1105.1520488360648,0.9938651733398437,0.966,600,0.6,162945.984,969.912
902.5050985475326,0.9951735229492188,0.9754,800,0.6,217129.664,1023.542
731.0853651989545,0.9960144653320312,0.982,1000,0.6,272319.296,1065.16
605.6485558047222,0.99660791015625,0.986,1200,0.6,328529.088,1098.046
550.8920941812727,0.9970526733398437,0.9876,1400,0.6,385958.592,1124.352
487.33769078166597,0.9973994750976563,0.9902,1600,0.6,444584.256,1145.904
